"cod_muni";"muni";"var1";"var2";"tipo_estab";"qtd_medios_estabelecimentos"
"3502903";"Araçoiaba da Serra (SP)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"3502903";"Araçoiaba da Serra (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3503000";"Aramina (SP)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3503000";"Aramina (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3503109";"Arandu (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3503109";"Arandu (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3503158";"Arapeí (SP)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"3503158";"Arapeí (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3503208";"Araraquara (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3503208";"Araraquara (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3503307";"Araras (SP)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"3503307";"Araras (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3503356";"Arco-Íris (SP)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"3503356";"Arco-Íris (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3503406";"Arealva (SP)";"Total";"Total";"De 200 a menos de 500 ha";"32"
"3503406";"Arealva (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"3503505";"Areias (SP)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"3503505";"Areias (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3503604";"Areiópolis (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3503604";"Areiópolis (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3503703";"Ariranha (SP)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"3503703";"Ariranha (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3503802";"Artur Nogueira (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3503802";"Artur Nogueira (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3503901";"Arujá (SP)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3503901";"Arujá (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3503950";"Aspásia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3503950";"Aspásia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3504008";"Assis (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3504008";"Assis (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3504107";"Atibaia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"3504107";"Atibaia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3504206";"Auriflama (SP)";"Total";"Total";"De 200 a menos de 500 ha";"34"
"3504206";"Auriflama (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"3504305";"Avaí (SP)";"Total";"Total";"De 200 a menos de 500 ha";"38"
"3504305";"Avaí (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3504404";"Avanhandava (SP)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"3504404";"Avanhandava (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3504503";"Avaré (SP)";"Total";"Total";"De 200 a menos de 500 ha";"49"
"3504503";"Avaré (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"18"
"3504602";"Bady Bassitt (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3504602";"Bady Bassitt (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3504701";"Balbinos (SP)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3504701";"Balbinos (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3504800";"Bálsamo (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3504800";"Bálsamo (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3504909";"Bananal (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3504909";"Bananal (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3505005";"Barão de Antonina (SP)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"3505005";"Barão de Antonina (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3505104";"Barbosa (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3505104";"Barbosa (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3505203";"Bariri (SP)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"3505203";"Bariri (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3505302";"Barra Bonita (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3505302";"Barra Bonita (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3505351";"Barra do Chapéu (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3505351";"Barra do Chapéu (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3505401";"Barra do Turvo (SP)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"3505401";"Barra do Turvo (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3505500";"Barretos (SP)";"Total";"Total";"De 200 a menos de 500 ha";"52"
"3505500";"Barretos (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"20"
"3505609";"Barrinha (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3505609";"Barrinha (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3505807";"Bastos (SP)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"3505807";"Bastos (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3505906";"Batatais (SP)";"Total";"Total";"De 200 a menos de 500 ha";"26"
"3505906";"Batatais (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"14"
"3506003";"Bauru (SP)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"3506003";"Bauru (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"14"
"3506102";"Bebedouro (SP)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"3506102";"Bebedouro (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"17"
"3506201";"Bento de Abreu (SP)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3506201";"Bento de Abreu (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3506300";"Bernardino de Campos (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3506300";"Bernardino de Campos (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3506359";"Bertioga (SP)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3506359";"Bertioga (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3506409";"Bilac (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3506409";"Bilac (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3506508";"Birigui (SP)";"Total";"Total";"De 200 a menos de 500 ha";"32"
"3506508";"Birigui (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"3506607";"Biritiba Mirim (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3506607";"Biritiba Mirim (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3506706";"Boa Esperança do Sul (SP)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"3506706";"Boa Esperança do Sul (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3506805";"Bocaina (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3506805";"Bocaina (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3506904";"Bofete (SP)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"3506904";"Bofete (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3507001";"Boituva (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3507001";"Boituva (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3507100";"Bom Jesus dos Perdões (SP)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3507100";"Bom Jesus dos Perdões (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3507159";"Bom Sucesso de Itararé (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3507159";"Bom Sucesso de Itararé (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3507209";"Borá (SP)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3507209";"Borá (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3507308";"Boracéia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"3507308";"Boracéia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3507407";"Borborema (SP)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3507407";"Borborema (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3507456";"Borebi (SP)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3507456";"Borebi (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3507506";"Botucatu (SP)";"Total";"Total";"De 200 a menos de 500 ha";"34"
"3507506";"Botucatu (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"3507605";"Bragança Paulista (SP)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"3507605";"Bragança Paulista (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3507704";"Braúna (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3507704";"Braúna (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3507753";"Brejo Alegre (SP)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3507753";"Brejo Alegre (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3507803";"Brodowski (SP)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"3507803";"Brodowski (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3507902";"Brotas (SP)";"Total";"Total";"De 200 a menos de 500 ha";"35"
"3507902";"Brotas (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"3508009";"Buri (SP)";"Total";"Total";"De 200 a menos de 500 ha";"45"
"3508009";"Buri (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"22"
"3508108";"Buritama (SP)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"3508108";"Buritama (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3508207";"Buritizal (SP)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"3508207";"Buritizal (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3508306";"Cabrália Paulista (SP)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"3508306";"Cabrália Paulista (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3508405";"Cabreúva (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3508405";"Cabreúva (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3508504";"Caçapava (SP)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"3508504";"Caçapava (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3508603";"Cachoeira Paulista (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3508603";"Cachoeira Paulista (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3508702";"Caconde (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3508702";"Caconde (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3508801";"Cafelândia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"40"
"3508801";"Cafelândia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"3508900";"Caiabu (SP)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"3508900";"Caiabu (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3509007";"Caieiras (SP)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3509007";"Caieiras (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3509106";"Caiuá (SP)";"Total";"Total";"De 200 a menos de 500 ha";"24"
"3509106";"Caiuá (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"3509205";"Cajamar (SP)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3509205";"Cajamar (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3509254";"Cajati (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3509254";"Cajati (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3509304";"Cajobi (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3509304";"Cajobi (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3509403";"Cajuru (SP)";"Total";"Total";"De 200 a menos de 500 ha";"28"
"3509403";"Cajuru (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"15"
"3509452";"Campina do Monte Alegre (SP)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"3509452";"Campina do Monte Alegre (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3509502";"Campinas (SP)";"Total";"Total";"De 200 a menos de 500 ha";"27"
"3509502";"Campinas (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3509601";"Campo Limpo Paulista (SP)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3509601";"Campo Limpo Paulista (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3509700";"Campos do Jordão (SP)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3509700";"Campos do Jordão (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3509809";"Campos Novos Paulista (SP)";"Total";"Total";"De 200 a menos de 500 ha";"20"
"3509809";"Campos Novos Paulista (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"3509908";"Cananéia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"3509908";"Cananéia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3509957";"Canas (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3509957";"Canas (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3510005";"Cândido Mota (SP)";"Total";"Total";"De 200 a menos de 500 ha";"45"
"3510005";"Cândido Mota (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"3510104";"Cândido Rodrigues (SP)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3510104";"Cândido Rodrigues (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3510153";"Canitar (SP)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"3510153";"Canitar (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3510203";"Capão Bonito (SP)";"Total";"Total";"De 200 a menos de 500 ha";"34"
"3510203";"Capão Bonito (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"19"
"3510302";"Capela do Alto (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3510302";"Capela do Alto (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3510401";"Capivari (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3510401";"Capivari (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3510500";"Caraguatatuba (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3510500";"Caraguatatuba (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3510708";"Cardoso (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3510708";"Cardoso (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3510807";"Casa Branca (SP)";"Total";"Total";"De 200 a menos de 500 ha";"30"
"3510807";"Casa Branca (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"3510906";"Cássia dos Coqueiros (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3510906";"Cássia dos Coqueiros (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3511003";"Castilho (SP)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"3511003";"Castilho (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"3511102";"Catanduva (SP)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"3511102";"Catanduva (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3511201";"Catiguá (SP)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3511201";"Catiguá (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3511300";"Cedral (SP)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"3511300";"Cedral (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3511409";"Cerqueira César (SP)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"3511409";"Cerqueira César (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"14"
"3511508";"Cerquilho (SP)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3511508";"Cerquilho (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3511607";"Cesário Lange (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3511607";"Cesário Lange (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3511706";"Charqueada (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3511706";"Charqueada (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3511904";"Clementina (SP)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3511904";"Clementina (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3512001";"Colina (SP)";"Total";"Total";"De 200 a menos de 500 ha";"20"
"3512001";"Colina (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"3512100";"Colômbia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"3512100";"Colômbia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"3512209";"Conchal (SP)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"3512209";"Conchal (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3512308";"Conchas (SP)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3512308";"Conchas (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3512407";"Cordeirópolis (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3512407";"Cordeirópolis (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3512506";"Coroados (SP)";"Total";"Total";"De 200 a menos de 500 ha";"20"
"3512506";"Coroados (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3512605";"Coronel Macedo (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3512605";"Coronel Macedo (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"3512704";"Corumbataí (SP)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"3512704";"Corumbataí (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3512803";"Cosmópolis (SP)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3512803";"Cosmópolis (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3512902";"Cosmorama (SP)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"3512902";"Cosmorama (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3513009";"Cotia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3513009";"Cotia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3513108";"Cravinhos (SP)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"3513108";"Cravinhos (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"3513207";"Cristais Paulista (SP)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"3513207";"Cristais Paulista (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3513306";"Cruzália (SP)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"3513306";"Cruzália (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3513405";"Cruzeiro (SP)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"3513405";"Cruzeiro (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"3513504";"Cubatão (SP)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3513504";"Cubatão (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3513603";"Cunha (SP)";"Total";"Total";"De 200 a menos de 500 ha";"40"
"3513603";"Cunha (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"3513702";"Descalvado (SP)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"3513702";"Descalvado (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3513801";"Diadema (SP)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3513801";"Diadema (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3513850";"Dirce Reis (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3513850";"Dirce Reis (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3513900";"Divinolândia (SP)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"3513900";"Divinolândia (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3514007";"Dobrada (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3514007";"Dobrada (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3514106";"Dois Córregos (SP)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"3514106";"Dois Córregos (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3514205";"Dolcinópolis (SP)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"3514205";"Dolcinópolis (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3514304";"Dourado (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3514304";"Dourado (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3514403";"Dracena (SP)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"3514403";"Dracena (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3514502";"Duartina (SP)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"3514502";"Duartina (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3514601";"Dumont (SP)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"3514601";"Dumont (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"3514700";"Echaporã (SP)";"Total";"Total";"De 200 a menos de 500 ha";"28"
"3514700";"Echaporã (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"14"
"3514809";"Eldorado (SP)";"Total";"Total";"De 200 a menos de 500 ha";"31"
"3514809";"Eldorado (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"3514908";"Elias Fausto (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3514908";"Elias Fausto (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3514924";"Elisiário (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3514924";"Elisiário (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3514957";"Embaúba (SP)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"3514957";"Embaúba (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"3515004";"Embu das Artes (SP)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"3515004";"Embu das Artes (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3515103";"Embu-Guaçu (SP)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"3515103";"Embu-Guaçu (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3515129";"Emilianópolis (SP)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"3515129";"Emilianópolis (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"3515152";"Engenheiro Coelho (SP)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"3515152";"Engenheiro Coelho (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"3515186";"Espírito Santo do Pinhal (SP)";"Total";"Total";"De 200 a menos de 500 ha";"22"
"3515186";"Espírito Santo do Pinhal (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"3515194";"Espírito Santo do Turvo (SP)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"3515194";"Espírito Santo do Turvo (SP)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"3515202";"Estrela d'Oeste (SP)";"Total";"Total";"De 200 a menos de 500 ha";"18"
